Aircraft Type,"Fuel Consumption, SAR (kg/km/seat)",Master Emission Calculator (kg/km/seat),Travel Cost by Airplane (AUD),Empty Weight (kg) (normalized),Maximum Takeoff Weight (kg) (normalized),Maximum Landing Weight (kg) (normalized),Cargo Capacity (kg) (normalized),Cargo Capacity (cu ft)
Boeing 737-800,0.01896,0.02163,8.058,267.9585083,605.784365,455.0992546,433.3721636,95.4564237
Boeing 737-800,0.01896,0.02163,8.058,732.4663705,1821.313924,1531.990832,427.1093154,94.07694172
Boeing 737-800,0.01896,0.02163,8.058,2323.5225,7274.667404,5655.353335,183.2694851,40.367728
Boeing 737-800,0.01896,0.02163,8.058,1002.937072,3732.776044,2264.467848,241.4864679,53.19085196
Boeing 737-800,0.01896,0.02163,8.058,389.3088203,1178.570766,884.2533608,138.8476158,30.58317529
Boeing 737-800,0.01896,0.02163,8.058,170.8574606,800.1068241,372.7769093,247.9776806,54.62063449
Boeing 737-800,0.01896,0.02163,8.058,1215.073705,2575.010682,2245.332559,244.384848,53.82926167
Boeing 737-800,0.01896,0.02163,8.058,493.0295243,2433.649639,638.0506031,23.17196176,5.103956335
Boeing 737-800,0.01896,0.02163,8.058,3423.714302,7981.908243,7461.60089,247.845027,54.59141564
Boeing 737-800,0.01896,0.02163,8.058,1125.321763,4795.30911,1285.335209,888.3797867,195.6783671
Boeing 737-800,0.01896,0.02163,8.058,30.45253174,121.2319491,37.25354057,143.4775118,31.60297617
Boeing 737-800,0.01896,0.02163,8.058,921.7826356,4058.51408,1149.483038,1682.585802,370.6136128
Boeing 737-800,0.01896,0.02163,8.058,1235.668046,1461.080649,1422.834534,642.8189981,141.5900877
Boeing 737-800,0.01896,0.02163,8.058,83.26850628,389.9097073,269.9830681,39.77337562,8.760655423
Boeing 737-800,0.01896,0.02163,8.058,343.1903363,1432.364495,1376.643603,270.5281796,59.58770476
Boeing 737-800,0.01896,0.02163,8.058,238.2591308,863.5835835,538.6925831,9.481859455,2.088515298
Boeing 737-800,0.01896,0.02163,8.058,303.9737035,1048.174845,384.5959197,212.7940169,46.87092883
Boeing 737-800,0.01896,0.02163,8.058,400.0885139,1892.495841,554.7159024,256.3250638,56.45926515
Boeing 737-800,0.01896,0.02163,8.058,225.8594768,614.496939,412.0033863,34.95334306,7.698974242
Boeing 737-800,0.01896,0.02163,8.058,22.88059703,43.22343987,30.27729708,260.4733589,57.37298654
Boeing 737-800,0.01896,0.02163,8.058,409.2666637,1711.04454,894.2034424,177.6932922,39.13949167
Boeing 737-800,0.01896,0.02163,8.058,116.9241428,440.5173693,323.9603859,273.904284,60.33134009
Boeing 737-800,0.01896,0.02163,8.058,201.4673833,467.7707418,256.2230452,77.80205901,17.1370174
Boeing 737-800,0.01896,0.02163,8.058,243.3229249,1041.290931,333.3229968,304.3715226,67.04218559
Boeing 737-800,0.01896,0.02163,8.058,856.3578522,888.0919162,863.1250132,197.6688108,43.53938564
Boeing 737-800,0.01896,0.02163,8.058,481.7477279,2137.261459,1189.03472,467.4620454,102.9652082
Boeing 737-800,0.01896,0.02163,8.058,376.9468863,1132.748516,1038.662075,79.95603374,17.61146118
Boeing 737-800,0.01896,0.02163,8.058,699.3226426,2315.677643,2054.335515,490.4594703,108.0307203
Boeing 737-800,0.01896,0.02163,8.058,680.8053403,3197.669883,2847.834091,539.1353253,118.7522743
Boeing 737-800,0.01896,0.02163,8.058,4585.462688,19509.34222,8750.557046,749.3758849,165.0607676
Boeing 737-800,0.01896,0.02163,8.058,448.6349228,1692.742056,1039.163352,322.367248,71.00600176
Boeing 737-800,0.01896,0.02163,8.058,219.2072314,584.655057,242.970635,310.38829,68.36746476
Boeing 737-800,0.01896,0.02163,8.058,108.9922005,409.7337849,201.9402933,251.0577883,55.29907231
Boeing 737-800,0.01896,0.02163,8.058,2792.866023,9617.011261,6527.540295,989.0282385,217.8476296
Boeing 737-800,0.01896,0.02163,8.058,733.4100496,3199.795983,2369.972733,365.1711257,80.43416866
Boeing 737-800,0.01896,0.02163,8.058,116.4068897,503.7949073,258.6018615,186.2137035,41.01623425
Boeing 737-800,0.01896,0.02163,8.058,693.176063,2199.078821,1016.721415,140.2350935,30.88878711
Boeing 737-800,0.01896,0.02163,8.058,73.0545208,184.5481077,123.7612893,67.45364553,14.85763117
Boeing 737-800,0.01896,0.02163,8.058,49.32866206,140.5421972,130.0611514,132.6821329,29.22513941
Boeing 737-800,0.01896,0.02163,8.058,910.2370918,2080.059599,1934.224561,34.82975271,7.671751698
Boeing 737-800,0.01896,0.02163,8.058,607.5777407,2522.977367,1261.102066,244.2669529,53.80329359
Boeing 737-800,0.01896,0.02163,8.058,819.8275279,1143.376469,1119.056692,343.59561,75.68185242
Boeing 737-800,0.01896,0.02163,8.058,296.5908702,1068.138037,735.1263837,145.1551417,31.97249817
Boeing 737-800,0.01896,0.02163,8.058,102.6959502,155.5676725,145.6010155,201.1535349,44.30694601
Boeing 737-800,0.01896,0.02163,8.058,4643.212123,16258.94606,6952.775019,544.6350661,119.9636709
Boeing 737-800,0.01896,0.02163,8.058,456.4730944,1745.408577,1601.666955,195.2221727,43.00047857
Boeing 737-800,0.01896,0.02163,8.058,255.7884849,986.9167947,911.1991543,162.0524964,35.69438247
Boeing 737-800,0.01896,0.02163,8.058,1219.382243,2199.445999,1658.906343,253.0367808,55.73497374
Boeing 737-800,0.01896,0.02163,8.058,33.11476615,56.01524531,40.18628704,101.9522134,22.45643467
Boeing 737-800,0.01896,0.02163,8.058,507.5090602,2198.11886,709.6246674,102.0848936,22.48565938
Boeing 737-800,0.01896,0.02163,8.058,365.5494698,792.4827983,468.3298889,41.3458353,9.107012181
Boeing 737-800,0.01896,0.02163,8.058,30.79914069,58.60878942,52.43360796,447.2848232,98.52088617
Boeing 737-800,0.01896,0.02163,8.058,2479.00021,7018.159121,4879.84831,413.1492467,91.00203672
Boeing 737-800,0.01896,0.02163,8.058,241.9968043,312.5855781,273.3160536,233.0734094,51.33775537
Boeing 737-800,0.01896,0.02163,8.058,213.7853149,895.7799524,461.373005,112.2483092,24.72429718
Boeing 737-800,0.01896,0.02163,8.058,1408.49951,4940.157998,3138.680511,35.6333754,7.848761101
Boeing 737-800,0.01896,0.02163,8.058,807.6734784,1123.013656,876.0314389,38.90559749,8.569514866
Boeing 737-800,0.01896,0.02163,8.058,633.8103392,2604.568648,1079.09879,19.37901766,4.268506093
Boeing 737-800,0.01896,0.02163,8.058,621.9359172,1442.544827,1323.775403,181.8187333,40.04817914
Boeing 737-800,0.01896,0.02163,8.058,462.0694426,582.3332873,551.2849932,251.1428607,55.31781073
Boeing 737-800,0.01896,0.02163,8.058,4.175677595,11.64639914,6.442287963,74.90942909,16.49987425
Boeing 737-800,0.01896,0.02163,8.058,389.8971636,424.6260383,393.3294747,137.9439529,30.38413059
Boeing 737-800,0.01896,0.02163,8.058,569.7662054,1712.349116,1080.706903,310.6742297,68.43044707
Boeing 737-800,0.01896,0.02163,8.058,117.2846925,211.0085451,204.5496049,66.86798905,14.72863195
Boeing 737-800,0.01896,0.02163,8.058,368.7000348,437.8268122,427.3768974,161.0715198,35.47830833
Boeing 737-800,0.01896,0.02163,8.058,1655.639536,3950.396873,2302.160694,538.731581,118.6633438
Boeing 737-800,0.01896,0.02163,8.058,302.4600285,1030.235896,469.333077,12.74575506,2.807435035
Boeing 737-800,0.01896,0.02163,8.058,531.7839655,2435.302243,603.2369775,38.04047835,8.378959989
Boeing 737-800,0.01896,0.02163,8.058,425.8236898,642.5012337,513.6174267,110.2576452,24.28582493
Boeing 737-800,0.01896,0.02163,8.058,445.1283552,1402.218228,710.8958696,246.3852143,54.26987099
Boeing 737-800,0.01896,0.02163,8.058,448.8311619,1472.960788,1399.422978,125.616773,27.66889273
Boeing 737-800,0.01896,0.02163,8.058,338.3876919,649.1956411,397.6927776,44.2831576,9.753999471
Boeing 737-800,0.01896,0.02163,8.058,1351.653016,1801.84377,1702.505227,453.6257846,99.9175737
Boeing 737-800,0.01896,0.02163,8.058,362.3810435,1316.950423,411.2244512,131.2104806,28.90098692
Boeing 737-800,0.01896,0.02163,8.058,936.4601651,3249.604788,2568.682044,314.6513794,69.30647123
Boeing 737-800,0.01896,0.02163,8.058,425.935844,739.5810799,471.9267771,32.10600365,7.071806971
Boeing 737-800,0.01896,0.02163,8.058,830.9521702,3545.320755,875.3191909,270.9336331,59.6770117
Boeing 737-800,0.01896,0.02163,8.058,481.961035,1416.319834,534.2860339,185.6202702,40.88552207
Boeing 737-800,0.01896,0.02163,8.058,985.164703,3403.789881,2426.772771,87.97138238,19.37695647
Boeing 737-800,0.01896,0.02163,8.058,163.3254724,635.6199326,211.668652,60.74181136,13.3792536
Boeing 737-800,0.01896,0.02163,8.058,176.1255157,584.1979836,436.9153237,92.36399403,20.34449208
Boeing 737-800,0.01896,0.02163,8.058,248.4750394,794.8994513,418.7179448,275.544772,60.69268106
Boeing 737-800,0.01896,0.02163,8.058,780.6194591,2802.689721,1616.718015,58.56054433,12.89879831
Boeing 737-800,0.01896,0.02163,8.058,667.5668083,852.9383944,767.651435,98.99999647,21.80616662
Boeing 737-800,0.01896,0.02163,8.058,563.214118,1309.31661,1138.468218,198.5250833,43.72799192
Boeing 737-800,0.01896,0.02163,8.058,875.9140056,1905.167507,1020.382584,184.5114096,40.64127965
Boeing 737-800,0.01896,0.02163,8.058,1180.85938,4522.40356,2898.494622,846.6989532,186.4975668
Boeing 737-800,0.01896,0.02163,8.058,276.9181254,1088.345759,824.1779589,105.0030165,23.12841773
Boeing 737-800,0.01896,0.02163,8.058,335.0068617,855.046087,815.2820386,101.7774545,22.41794152
Boeing 737-800,0.01896,0.02163,8.058,51.07821653,131.649616,115.6304371,32.89362871,7.245292667
Boeing 737-800,0.01896,0.02163,8.058,428.4307168,1360.080433,632.902766,193.8959166,42.70835167
Boeing 737-800,0.01896,0.02163,8.058,266.2007513,520.1738399,415.4119359,8.663174803,1.908188283
Boeing 737-800,0.01896,0.02163,8.058,1101.883927,3281.551227,2682.111122,261.5674248,57.61397022
Boeing 737-800,0.01896,0.02163,8.058,838.0728426,4084.204418,1799.434119,149.4121874,32.91017344
Boeing 737-800,0.01896,0.02163,8.058,888.4456022,1045.427235,958.8533993,1624.150662,357.7424366
Boeing 737-800,0.01896,0.02163,8.058,1626.897745,5252.673387,3695.144547,193.2585462,42.56796172
Boeing 737-800,0.01896,0.02163,8.058,6.115850598,21.43671641,18.66697534,130.1014781,28.65671324
Boeing 737-800,0.01896,0.02163,8.058,114.1215689,489.8277935,148.2746868,99.02150779,21.8109048
Boeing 737-800,0.01896,0.02163,8.058,647.8445678,1264.763984,655.9484552,119.0487855,26.22219945
Boeing 737-800,0.01896,0.02163,8.058,717.7422382,3191.352654,1504.076974,180.3174847,39.71750764
Boeing 737-800,0.01896,0.02163,8.058,771.7546444,1960.615913,1604.007161,149.3307015,32.892225
Boeing 737-800,0.01896,0.02163,8.058,9.096103051,42.08563845,20.7554438,221.2277558,48.72858057
Boeing 737-800,0.01896,0.02163,8.058,4077.216761,5736.761775,4093.938882,893.9884373,196.9137527
Boeing 737-800,0.01896,0.02163,8.058,268.7378459,323.9979184,311.2357277,73.51470629,16.19266658
Boeing 737-800,0.01896,0.02163,8.058,450.0650158,2199.787509,1420.241262,63.06998554,13.8920673
Boeing 737-800,0.01896,0.02163,8.058,632.5423026,1864.766258,762.4719182,76.92982524,16.94489543
Boeing 737-800,0.01896,0.02163,8.058,124.3494403,200.9206588,181.2207685,111.379513,24.53293238
Boeing 737-800,0.01896,0.02163,8.058,938.6809112,4323.535674,3505.251627,339.052691,74.68120947
Boeing 737-800,0.01896,0.02163,8.058,1018.051898,3602.525822,2902.977702,116.0808472,25.56846855
Boeing 737-800,0.01896,0.02163,8.058,226.2600039,1074.068504,236.9915341,148.381086,32.68305859
Boeing 737-800,0.01896,0.02163,8.058,807.0402524,3828.59987,2135.612306,324.1476218,71.39815458
Boeing 737-800,0.01896,0.02163,8.058,111.421505,210.3163137,131.5521415,160.9112532,35.44300731
Boeing 737-800,0.01896,0.02163,8.058,307.7840557,1105.819916,432.3152492,97.96356502,21.57787776
Boeing 737-800,0.01896,0.02163,8.058,271.2827196,299.3527975,295.3129237,156.2432174,34.41480559
Boeing 737-800,0.01896,0.02163,8.058,542.1231338,2645.65343,1390.564,57.6053849,12.68841077
Boeing 737-800,0.01896,0.02163,8.058,1304.674952,3827.157301,2360.071088,338.207914,74.49513524
Boeing 737-800,0.01896,0.02163,8.058,425.659998,1193.19729,1087.926657,147.6207905,32.51559262
Boeing 737-800,0.01896,0.02163,8.058,449.1016117,1977.235005,1688.619759,567.6584217,125.0348946
Boeing 737-800,0.01896,0.02163,8.058,799.7809098,2028.61128,988.7799198,719.6642508,158.5163548
Boeing 737-800,0.01896,0.02163,8.058,2723.190191,7632.64383,4001.717954,513.9395665,113.2025477
Boeing 737-800,0.01896,0.02163,8.058,939.4375696,2396.92025,2286.935054,307.0802355,67.63881839
Boeing 737-800,0.01896,0.02163,8.058,397.5210186,499.5415948,418.1446612,38.59409755,8.500902544
Boeing 737-800,0.01896,0.02163,8.058,877.3801661,2733.654647,1514.075939,300.3717263,66.16117319
Boeing 737-800,0.01896,0.02163,8.058,804.7812221,1529.393092,1001.477363,186.7111591,41.12580597
Boeing 737-800,0.01896,0.02163,8.058,757.3598756,2174.323038,1392.992249,141.8854234,31.2522959
Boeing 737-800,0.01896,0.02163,8.058,200.0712236,225.40699,211.4714665,75.898267,16.71767996
Boeing 737-800,0.01896,0.02163,8.058,267.9160078,924.8835969,750.1842379,247.9709621,54.61915465
Boeing 737-800,0.01896,0.02163,8.058,20.66234082,67.38065773,63.30071535,143.2340247,31.54934465
Boeing 737-800,0.01896,0.02163,8.058,281.1173972,990.3343788,539.011976,301.4998751,66.40966412
Boeing 737-800,0.01896,0.02163,8.058,246.7025109,1005.815426,864.5678195,49.17502729,10.83150381
Boeing 737-800,0.01896,0.02163,8.058,111.3681059,135.809501,123.6304975,34.88950129,7.684912178
Boeing 737-800,0.01896,0.02163,8.058,155.1827472,216.475671,195.1245029,103.2709083,22.7468961
Boeing 737-800,0.01896,0.02163,8.058,1673.930494,8169.626724,2609.806295,543.0005454,119.6036444
Boeing 737-800,0.01896,0.02163,8.058,464.9945387,562.2047605,469.965862,58.29919842,12.84123313
Boeing 737-800,0.01896,0.02163,8.058,929.7880876,3503.527699,2421.084012,787.2867413,173.4111765
Boeing 737-800,0.01896,0.02163,8.058,499.7918926,1950.229372,1343.954628,272.1722704,59.9498393
Boeing 737-800,0.01896,0.02163,8.058,252.6623728,1100.948369,557.1462532,246.3566858,54.26358718
Boeing 737-800,0.01896,0.02163,8.058,783.0517098,1931.929743,863.4287119,25.80690012,5.684339233
Boeing 737-800,0.01896,0.02163,8.058,1086.559394,4195.606073,3029.514481,397.2392902,87.49764101
Boeing 737-800,0.01896,0.02163,8.058,970.6576336,3000.846692,2641.935124,166.8445271,36.74989584
Boeing 737-800,0.01896,0.02163,8.058,746.4724263,1790.830626,1578.218473,433.889035,95.57027203
Boeing 737-800,0.01896,0.02163,8.058,365.0707252,1476.850541,518.1650038,158.296242,34.86701366
Boeing 737-800,0.01896,0.02163,8.058,627.4611193,2743.226165,1475.779434,230.1697996,50.69819374
Boeing 737-800,0.01896,0.02163,8.058,1845.108614,8386.251123,3478.987921,580.2729078,127.8134158
Boeing 737-800,0.01896,0.02163,8.058,38.56257381,176.9340071,133.3062375,38.01472071,8.3732865
Boeing 737-800,0.01896,0.02163,8.058,250.7462843,520.5546929,492.1277445,130.9242739,28.83794579
Boeing 737-800,0.01896,0.02163,8.058,337.2961626,1132.217232,706.0758616,247.4400185,54.50220672
Boeing 737-800,0.01896,0.02163,8.058,807.4263004,3170.010057,1912.065845,218.4655826,48.12017238
Boeing 737-800,0.01896,0.02163,8.058,320.1999123,1600.315416,1537.419319,34.59730371,7.620551478
Boeing 737-800,0.01896,0.02163,8.058,692.2089043,3337.35454,892.9225282,123.5480791,27.21323328
Boeing 737-800,0.01896,0.02163,8.058,773.346577,2760.680383,1984.298709,109.3379784,24.08325515
Boeing 737-800,0.01896,0.02163,8.058,827.3321635,3970.524834,2264.719998,207.4365691,45.69087425
Boeing 737-800,0.01896,0.02163,8.058,516.4885506,2227.389239,696.6880645,238.1073341,52.44654936
Boeing 737-800,0.01896,0.02163,8.058,651.5794537,2769.394534,792.5476435,585.9368132,129.0609721
Boeing 737-800,0.01896,0.02163,8.058,544.6342464,2645.300631,2196.169551,207.5002945,45.70491068
Boeing 737-800,0.01896,0.02163,8.058,378.2324761,1200.192759,835.3232265,207.5441216,45.71456423
Boeing 737-800,0.01896,0.02163,8.058,663.4414831,2087.582619,765.0497141,64.14701614,14.12929871
Boeing 737-800,0.01896,0.02163,8.058,957.4407724,3031.394634,2044.942177,797.72697,175.7107863
Boeing 737-800,0.01896,0.02163,8.058,961.1836015,4546.262639,2805.322674,125.94673,27.74157048
Boeing 737-800,0.01896,0.02163,8.058,2608.873409,6707.22416,3183.600317,195.7162387,43.10930368
Boeing 737-800,0.01896,0.02163,8.058,848.7375079,1537.442124,1315.9687,99.17185549,21.84402103
Boeing 737-800,0.01896,0.02163,8.058,592.4411293,2556.868357,2253.799667,372.4316262,82.03339784
Boeing 737-800,0.01896,0.02163,8.058,892.4502836,4121.276324,2093.500177,528.7204612,116.4582514
Boeing 737-800,0.01896,0.02163,8.058,726.5218068,2320.759882,1161.510031,348.4646648,76.75433145
Boeing 737-800,0.01896,0.02163,8.058,643.9583056,846.7376624,660.1434318,281.513524,62.00738414
Boeing 737-800,0.01896,0.02163,8.058,549.4340804,906.9654294,638.4268631,80.04130467,17.63024332
Boeing 737-800,0.01896,0.02163,8.058,403.200864,1544.632169,1434.061229,289.2310448,63.70727859
Boeing 737-800,0.01896,0.02163,8.058,786.7370607,1449.661376,957.9884192,12.3402734,2.718121894
Boeing 737-800,0.01896,0.02163,8.058,890.8841527,3106.891749,2280.462234,183.4687668,40.41162264
Boeing 737-800,0.01896,0.02163,8.058,446.3382991,2035.213896,922.4823225,302.5486987,66.64068253
Boeing 737-800,0.01896,0.02163,8.058,952.3039392,1393.919033,1049.564058,517.2708139,113.9363026
Boeing 737-800,0.01896,0.02163,8.058,485.0259063,1965.852983,1385.626286,99.05603767,21.8185105
Boeing 737-800,0.01896,0.02163,8.058,766.8810376,2200.563228,1621.587403,48.50272946,10.68342059
Boeing 737-800,0.01896,0.02163,8.058,498.6177287,2408.913179,910.0456887,131.0987926,28.87638604
Boeing 737-800,0.01896,0.02163,8.058,538.1659066,777.712475,659.8353915,297.763298,65.58662952
Boeing 737-800,0.01896,0.02163,8.058,274.1496228,807.9712505,398.1457114,398.6426118,87.80674269
Boeing 737-800,0.01896,0.02163,8.058,533.611961,791.1527423,779.4572194,110.863028,24.41916916
Boeing 737-800,0.01896,0.02163,8.058,167.4795894,535.5301883,399.1623883,107.8902358,23.76436912
Boeing 737-800,0.01896,0.02163,8.058,3581.306463,14929.9152,13657.35744,1242.428856,273.6627436
Boeing 737-800,0.01896,0.02163,8.058,1499.981145,6957.53009,1788.121907,480.8634769,105.9170654
Boeing 737-800,0.01896,0.02163,8.058,319.6568043,746.9502804,361.8451422,35.71529418,7.866804885
Boeing 737-800,0.01896,0.02163,8.058,1238.816106,3102.339853,3043.409228,262.402761,57.79796498
Boeing 737-800,0.01896,0.02163,8.058,291.1063501,1312.329312,834.1891773,66.97988857,14.75327942
Boeing 737-800,0.01896,0.02163,8.058,89.28509611,415.8406985,272.2941473,40.27210604,8.870507938
Boeing 737-800,0.01896,0.02163,8.058,157.6413717,660.3126063,629.6614268,201.5300029,44.38986848
Boeing 737-800,0.01896,0.02163,8.058,961.6745996,3048.146053,2673.709623,144.5701152,31.84363771
Boeing 737-800,0.01896,0.02163,8.058,3478.02134,6907.850267,5291.979291,340.62519,75.02757489
Boeing 737-800,0.01896,0.02163,8.058,13.92908546,47.53337861,22.24212088,72.35761791,15.9378013
Boeing 737-800,0.01896,0.02163,8.058,346.4283641,895.5960039,533.4236839,65.40382571,14.40612901
Boeing 737-800,0.01896,0.02163,8.058,738.2585784,1014.55309,1013.21063,419.5037411,92.40170509
Boeing 737-800,0.01896,0.02163,8.058,3756.132901,15946.34378,4971.944904,1166.587565,256.9576134
Boeing 737-800,0.01896,0.02163,8.058,414.0158475,1077.023104,613.2116537,48.378765,10.65611564
Boeing 737-800,0.01896,0.02163,8.058,60.35814206,281.0712337,164.0694984,891.3518258,196.3330013
Boeing 737-800,0.01896,0.02163,8.058,931.9242098,2428.656693,2042.734942,24.33406393,5.359925976
Boeing 737-800,0.01896,0.02163,8.058,413.6679533,1458.992941,793.5549115,147.7561184,32.54540053
Boeing 737-800,0.01896,0.02163,8.058,279.1155647,293.7632465,292.1216477,1574.54654,346.8164185
Boeing 737-800,0.01896,0.02163,8.058,72.29390562,107.9381721,89.92868448,101.1304527,22.27543011
Boeing 737-800,0.01896,0.02163,8.058,683.5091495,1740.605388,704.8346634,1447.812985,318.9015385
Boeing 737-800,0.01896,0.02163,8.058,250.0573418,1130.424607,609.7363876,58.63091869,12.91429927
Boeing 737-800,0.01896,0.02163,8.058,318.5753966,544.9468134,363.1461694,31.72964097,6.988907703
Boeing 737-800,0.01896,0.02163,8.058,876.9540475,1977.178068,1609.566889,245.5130102,54.07775555
Boeing 737-800,0.01896,0.02163,8.058,988.1333967,4099.581039,4082.616534,201.3169409,44.34293852
Boeing 737-800,0.01896,0.02163,8.058,1420.825399,2907.92128,2749.226862,175.1724598,38.58424225
Boeing 737-800,0.01896,0.02163,8.058,68.61685952,315.233086,125.8992525,39.31267682,8.659179916
Boeing 737-800,0.01896,0.02163,8.058,1116.247679,1366.619377,1202.363997,111.6503474,24.59258753
Boeing 737-800,0.01896,0.02163,8.058,982.0460144,2229.490884,1561.779276,276.2831999,60.85533037
Boeing 737-800,0.01896,0.02163,8.058,386.5892186,1325.514029,632.6051793,150.5751951,33.16634253
Boeing 737-800,0.01896,0.02163,8.058,263.5756196,706.6845663,292.4308524,70.99416725,15.63748177
Boeing 737-800,0.01896,0.02163,8.058,1029.19546,3436.384221,2308.597104,133.3939424,29.38192564
Boeing 737-800,0.01896,0.02163,8.058,54.37207433,198.7385605,82.00842657,47.1083901,10.37629738
Boeing 737-800,0.01896,0.02163,8.058,670.9572919,1856.927046,883.6138335,182.9614814,40.29988577
Boeing 737-800,0.01896,0.02163,8.058,507.2867158,982.0428708,760.4486942,10.2980102,2.268284185
Boeing 737-800,0.01896,0.02163,8.058,323.5927986,1338.736441,586.1000038,185.2994088,40.81484775
Boeing 737-800,0.01896,0.02163,8.058,406.4135074,1781.208249,1266.38736,11.45701419,2.523571407
Boeing 737-800,0.01896,0.02163,8.058,474.4503582,701.7882779,692.8240359,316.9524416,69.81331313
Boeing 737-800,0.01896,0.02163,8.058,1309.268039,1869.719465,1847.609028,233.0432009,51.33110152
Boeing 737-800,0.01896,0.02163,8.058,282.6056253,1110.080295,382.185814,143.1135212,31.52280203
Boeing 737-800,0.01896,0.02163,8.058,444.8568217,966.7840794,476.2999794,247.4733684,54.50955251
Boeing 737-800,0.01896,0.02163,8.058,835.7351501,1302.629907,934.9270935,136.0657973,29.97043993
Boeing 737-800,0.01896,0.02163,8.058,137.5866271,459.4482151,445.3482332,618.4544345,136.2234437
Boeing 737-800,0.01896,0.02163,8.058,157.2056222,457.0931157,209.9342974,189.5142887,41.7432354
Boeing 737-800,0.01896,0.02163,8.058,338.7770004,1328.100664,1149.784609,96.11661726,21.17106107
Boeing 737-800,0.01896,0.02163,8.058,95.75058073,206.7206276,175.6496995,270.8734502,59.66375555
Boeing 737-800,0.01896,0.02163,8.058,688.2937228,3157.537853,2355.838464,523.7385101,115.3609053
Boeing 737-800,0.01896,0.02163,8.058,296.6147212,449.7480349,359.4704967,293.1529793,64.57114081
Boeing 737-800,0.01896,0.02163,8.058,899.053699,1041.725059,1028.134472,109.2596091,24.06599319
Boeing 737-800,0.01896,0.02163,8.058,567.2315956,2716.083963,1326.513858,20.28067143,4.467108244
Boeing 737-800,0.01896,0.02163,8.058,22.42114222,57.64669102,37.82308787,166.0196398,36.5682026
Boeing 737-800,0.01896,0.02163,8.058,592.2590593,942.447219,888.3171602,64.47209992,14.20090307
Boeing 737-800,0.01896,0.02163,8.058,155.8137174,394.2837785,240.6631907,142.6992744,31.43155824
Boeing 737-800,0.01896,0.02163,8.058,445.1755545,555.8409684,537.8581136,145.1618099,31.97396694
Boeing 737-800,0.01896,0.02163,8.058,1009.477427,4104.656632,1118.906216,429.3978083,94.58101504
Boeing 737-800,0.01896,0.02163,8.058,1033.550859,3160.649129,1232.426073,531.2515727,117.0157649
Boeing 737-800,0.01896,0.02163,8.058,929.0763796,949.9662521,934.5323557,103.7918125,22.86163271
Boeing 737-800,0.01896,0.02163,8.058,791.2107804,941.9584038,794.6437097,6.639701352,1.462489285
Boeing 737-800,0.01896,0.02163,8.058,106.967507,367.1625475,112.5110906,205.7743382,45.3247441
Boeing 737-800,0.01896,0.02163,8.058,1381.348394,3515.951259,3133.662236,151.2803075,33.32165363
Boeing 737-800,0.01896,0.02163,8.058,351.4469142,686.8797271,580.2838893,117.5658872,25.89556987
Boeing 737-800,0.01896,0.02163,8.058,328.0330358,964.5910474,771.8895755,35.41933314,7.801615229
Boeing 737-800,0.01896,0.02163,8.058,420.9303099,698.8067709,575.928833,3.646888724,0.803279455
Boeing 737-800,0.01896,0.02163,8.058,546.8657038,1922.453141,662.297513,303.0815643,66.75805381
Boeing 737-800,0.01896,0.02163,8.058,422.4832912,1617.626932,1007.913666,63.58476506,14.00545486
Boeing 737-800,0.01896,0.02163,8.058,531.3017855,1155.123069,1044.744785,417.5789897,91.97775104
Boeing 737-800,0.01896,0.02163,8.058,312.4260935,1183.423323,1007.322403,659.3654023,145.2346701
Boeing 737-800,0.01896,0.02163,8.058,316.6865043,520.170008,434.9651349,81.95441937,18.05163422
Boeing 737-800,0.01896,0.02163,8.058,462.5806024,791.4934734,734.5782274,44.3637727,9.771756101
Boeing 737-800,0.01896,0.02163,8.058,316.7802305,1233.748061,1157.000956,103.6149931,22.8226857
Boeing 737-800,0.01896,0.02163,8.058,812.6393079,3995.621662,2243.245129,144.2972977,31.78354575
Boeing 737-800,0.01896,0.02163,8.058,626.4020382,1230.249504,1201.983737,16.16463445,3.56049217
Boeing 737-800,0.01896,0.02163,8.058,1544.170599,2060.685584,1784.982752,328.8993329,72.44478698
Boeing 737-800,0.01896,0.02163,8.058,133.8995535,442.7177244,367.5835861,48.0287049,10.57900989
Boeing 737-800,0.01896,0.02163,8.058,204.0015844,289.4479195,249.0930434,206.2823212,45.43663463
Boeing 737-800,0.01896,0.02163,8.058,1141.383434,2834.659661,2060.102148,245.2808636,54.02662194
Boeing 737-800,0.01896,0.02163,8.058,439.1399966,1930.813724,987.6681014,151.3819778,33.34404797
Boeing 737-800,0.01896,0.02163,8.058,717.1263623,3413.209382,2381.831623,145.0227794,31.94334348
Boeing 737-800,0.01896,0.02163,8.058,629.6898099,988.5721508,844.2356771,225.8731194,49.75178841
Boeing 737-800,0.01896,0.02163,8.058,1587.997496,3669.533823,2602.647952,544.8971373,120.0213959
Boeing 737-800,0.01896,0.02163,8.058,1029.864405,2578.554415,1276.620703,995.185415,219.2038359
Boeing 737-800,0.01896,0.02163,8.058,446.9648535,1535.802585,994.034266,276.0683577,60.8080083
Boeing 737-800,0.01896,0.02163,8.058,238.6560958,759.8865153,291.1807964,42.34372104,9.326810802
Boeing 737-800,0.01896,0.02163,8.058,142.3578939,386.2575063,222.6439608,220.3679661,48.53919958
Boeing 737-800,0.01896,0.02163,8.058,208.211618,642.4297505,295.9390432,225.6804485,49.70934989
